num_splits,buy_threshold,investment_ratio,Average_Total_Value,Average_CAGR
10,45,0.3,177980335.0,0.3315878955202377
10,30,0.3,186429286.0,0.36095442435307
10,45,0.15,172472471.0,0.31212129954115897
25,45,0.3,164271725.5,0.2831409497576166
25,30,0.3,162727197.0,0.2768167771039154
25,45,0.15,141942066.0,0.1923603582912341
25,30,0.15,144706098.5,0.20418272184457953
