num_splits,buy_threshold,investment_ratio,Average_Total_Value,Average_CAGR
10,40,0.3,330419663.0,0.12548480544030438
10,30,0.3,330714237.0,0.125697023534186
10,40,0.2,315959163.0,0.12099388493420753
10,30,0.2,281710268.8333333,0.107555956435616
