num_splits,buy_threshold,investment_ratio,consider_delisting,max_stocks,Average_Total_Value,Average_CAGR,Average_MDD
20,30,0.25,False,40,637820099.0,0.13948286618426092,0.5632084160189061
20,30,0.3,False,55,830910110.6,0.15696751059892966,0.5398404768496545
20,30,0.3,False,40,1099381799.6,0.17647339593388298,0.5524541962438635
20,30,0.25,False,55,849898233.6,0.15485844792788464,0.5328862766978257
20,30,0.3,False,50,945441908.2,0.16149923169336272,0.54461056874291
20,30,0.25,False,50,779299191.4,0.1534443091230311,0.5322578228266986
